Jurisdicción,CUE Anexo,Nombre,Sector,Estado,Ámbito,Domicilio,CP,Teléfono,Código Localidad,Localidad,Departamento,E-mail,Ed. Común,Ed. Especial,Ed. de Jóvenes y Adultos,Ed. Artística,Ed. Hospitalaria Domiciliaria,Ed. Intercultural Bilingüe,Ed. Contexto de Encierro,Jardín maternal,Jardín de infantes,Primaria,Secundaria,Secundaria Técnica (INET),Superior no Universitario,Superior No Universitario (INET),dpto_link,Address,Address_2,Address_3
Buenos Aires,60311600,ESCUELA SECUNDARIA Nº10,Estatal,Activo,Urbano,ESPAÑA E/ CHACABUCO Y GUARESCHI 1132  ,1648,4749-7629,6805016,TIGRE,TIGRE,mm055010@yahoo.com.ar; mm055010@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06805,"ESPAÑA E/ CHACABUCO Y GUARESCHI 1132  , TIGRE, TIGRE, Buenos Aires, Argentina","ESPAÑA 1132  , TIGRE, TIGRE, Buenos Aires, Argentina","ESPAÑA 1132, TIGRE, Buenos Aires, Argentina"
Buenos Aires,60344900,ESCUELA SECUNDARIA Nº1,Estatal,Activo,Urbano,AV. EVA PERON 1403  ,1862,47-7017,6648001,GUERNICA,PRESIDENTE PERON,ees129@gmail.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06648,"AV. EVA PERON 1403  , GUERNICA, PRESIDENTE PERON, Buenos Aires, Argentina","AV. EVA PERON 1403  , GUERNICA, PRESIDENTE PERON, Buenos Aires, Argentina","AV. EVA PERON 1403, PRESIDENTE PERON, Buenos Aires, Argentina"
Buenos Aires,60359600,ESCUELA SECUNDARIA Nº6 DR.MANUEL ALVAREZ,Estatal,Activo,Urbano,JUAN ZARATE S/N  ,6703,49-3107,6497015,TORRES,LUJAN,secundaria6torres@gmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06497,"JUAN ZARATE S/N  , TORRES, LUJAN, Buenos Aires, Argentina","JUAN ZARATE S/N  , TORRES, LUJAN, Buenos Aires, Argentina","JUAN ZARATE , LUJAN, Buenos Aires, Argentina"
Buenos Aires,60367500,ESCUELA SECUNDARIA Nº6 ALMIRANTE GUILLERMO BROWN,Estatal,Activo,Urbano,RMI FERNANDEZ E/LORETO Y STA. ROSALIA 1347  ,1674,4757-6808,6840018,VILLA RAFFO,TRES DE FEBRERO,media6tresdefebrero@yahoo.es,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06840,"RMI FERNANDEZ E/LORETO Y STA. ROSALIA 1347  , VILLA RAFFO, TRES DE FEBRERO, Buenos Aires, Argentina","RMI FERNANDEZ 1347  , VILLA RAFFO, TRES DE FEBRERO, Buenos Aires, Argentina","RMI FERNANDEZ 1347, TRES DE FEBRERO, Buenos Aires, Argentina"
Buenos Aires,60372000,ESCUELA SECUNDARIA Nº5,Estatal,Activo,Urbano,148 E/ 10 Y 11 1041  ,1884,4216-9364/4540,6091001,BERAZATEGUI,BERAZATEGUI,media5berazategui@yahoo.com; mm119005@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06091,"148 E/ 10 Y 11 1041  , BERAZATEGUI, BERAZATEGUI, Buenos Aires, Argentina","148 148 E/ 10 Y 11 1041  , BERAZATEGUI, BERAZATEGUI, Buenos Aires, Argentina","148 148 E/ 10 Y 11 1041, BERAZATEGUI, Buenos Aires, Argentina"
Buenos Aires,60382000,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5,Estatal,Activo,Urbano,368 ESQ 316 S/N  ,1886,4258-4354,6091013,RANELAGH,BERAZATEGUI,eestn5berazategui@gmail.com,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06091,"368 ESQ 316 S/N  , RANELAGH, BERAZATEGUI, Buenos Aires, Argentina","368 ESQ 316 S/N  , RANELAGH, BERAZATEGUI, Buenos Aires, Argentina","368 ESQ 316 , BERAZATEGUI, Buenos Aires, Argentina"
Buenos Aires,60389900,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº7 REPÚBLICA DE PANAMÁ,Estatal,Activo,Urbano,RIVADAVIA ESQ. GUATEMALA 145  ,1828,4208-9366,6434008,VALENTIN ALSINA,LANUS,eet7delanus@yahoo.com.ar; omt1110007@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06434,"RIVADAVIA ESQ. GUATEMALA 145  , VALENTIN ALSINA, LANUS, Buenos Aires, Argentina","RIVADAVIA ESQ. GUATEMALA 145  , VALENTIN ALSINA, LANUS, Buenos Aires, Argentina","RIVADAVIA ESQ. GUATEMALA 145, LANUS, Buenos Aires, Argentina"
Buenos Aires,60395900,ESCUELA SECUNDARIA Nº16,Estatal,Activo,Urbano,MAGNASCO 1916  ,1757,4457-6099,6427006,GREGORIO DE LAFERRERE,LA MATANZA,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06427,"MAGNASCO 1916  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","MAGNASCO 1916  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","MAGNASCO 1916, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60395902,ANEXO I DE ESCUELA SECUNDARIA Nº16,Estatal,Activo,Urbano,STA. ROSA Y EL LAZO 6300  ,1757,4467-1525,6427006,GREGORIO DE LAFERRERE,LA MATANZA,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06427,"STA. ROSA Y EL LAZO 6300  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","STA. ROSA Y EL LAZO 6300  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","STA. ROSA Y EL LAZO 6300, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60396400,ESCUELA SECUNDARIA Nº32,Estatal,Activo,Urbano,CAMACUA ESQ. PAMPA 3407  ,1754,4696-4762,6427014,VILLA LUZURIAGA,LA MATANZA,em069032@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06427,"CAMACUA ESQ. PAMPA 3407  , VILLA LUZURIAGA, LA MATANZA, Buenos Aires, Argentina","CAMACUA ESQ. PAMPA 3407  , VILLA LUZURIAGA, LA MATANZA, Buenos Aires, Argentina","CAMACUA ESQ. PAMPA 3407, LA MATANZA, Buenos Aires, Argentina"
Buenos Aires,60402900,ESCUELA SECUNDARIA Nº8,Estatal,Activo,Urbano,YATAY 500  LA LOMA,1834,4260-4492,6490007,TEMPERLEY,LOMAS DE ZAMORA,ess8temperley@gmail.com; rmiguel2767@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06490,"YATAY 500  LA LOMA, TEMPERLEY, LOMAS DE ZAMORA, Buenos Aires, Argentina","YATAY 500  LA LOMA, TEMPERLEY, LOMAS DE ZAMORA, Buenos Aires, Argentina","YATAY 500, LOMAS DE ZAMORA, Buenos Aires, Argentina"
Buenos Aires,60402901,EXTENSION I DE ESCUELA SECUNDARIA Nº8,Estatal,Activo,Urbano,NESTOR DE LA PEÑA 654  ,False,4231-5746,6490004,LLAVALLOL,LOMAS DE ZAMORA,ees8temperley@gmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06490,"NESTOR DE LA PEÑA 654  , LLAVALLOL, LOMAS DE ZAMORA, Buenos Aires, Argentina","NESTOR DE LA PEÑA 654  , LLAVALLOL, LOMAS DE ZAMORA, Buenos Aires, Argentina","NESTOR DE LA PEÑA 654, LOMAS DE ZAMORA, Buenos Aires, Argentina"
Buenos Aires,60403200,ESCUELA SECUNDARIA Nº8,Estatal,Activo,Urbano,VELARDE Y HORNOS s/n  LOS AROMOS,1716,497-6608,6539003,LIBERTAD,MERLO,ees_8merlo@outlook.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06539,"VELARDE Y HORNOS s/n  LOS AROMOS, LIBERTAD, MERLO, Buenos Aires, Argentina","VELARDE Y HORNOS s/n  LOS AROMOS, LIBERTAD, MERLO, Buenos Aires, Argentina","VELARDE Y HORNOS , MERLO, Buenos Aires, Argentina"
Buenos Aires,60404600,ESCUELA SECUNDARIA Nº9 MARIA GARCHITORENA DE CALVAGNO,Estatal,Activo,Urbano,GOROSTIAGA 510  ,1633,449-0448,6638004,FATIMA,PILAR,secundaria9fatima@gmail.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06638,"GOROSTIAGA 510  , FATIMA, PILAR, Buenos Aires, Argentina","GOROSTIAGA 510  , FATIMA, PILAR, Buenos Aires, Argentina","GOROSTIAGA 510, PILAR, Buenos Aires, Argentina"
Buenos Aires,60404800,ESCUELA SECUNDARIA Nº6 DR. E. L. MARADONA,Estatal,Activo,Urbano,GARIBALDI 1998  PERUZZOTTI,1629,443-2799,6638012,PILAR,PILAR,escuelamedia6pilar@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06638,"GARIBALDI 1998  PERUZZOTTI, PILAR, PILAR, Buenos Aires, Argentina","GARIBALDI 1998  PERUZZOTTI, PILAR, PILAR, Buenos Aires, Argentina","GARIBALDI 1998, PILAR, Buenos Aires, Argentina"
Buenos Aires,60404801,ANEXO I DE ESCUELA SECUNDARIA Nº6,Estatal,Activo,Urbano,RUTA PROVINCIAL 28 KM 6 S/N  ENTIQUIANA DEL PEON,1629,440-9043,6638012,PILAR,PILAR,esb37pilar@yahoo.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06638,"RUTA PROVINCIAL 28 KM 6 S/N  ENTIQUIANA DEL PEON, PILAR, PILAR, Buenos Aires, Argentina","RUTA PROVINCIAL 28 KM 6 S/N  ENTIQUIANA DEL PEON, PILAR, PILAR, Buenos Aires, Argentina","RUTA PROVINCIAL 28 KM 6 , PILAR, Buenos Aires, Argentina"
Buenos Aires,60404802,EXTENSION I DE ESCUELA SECUNDARIA Nº6,Estatal,Activo,Urbano,GARIBALDI Y P. DE MENDOZA 1914  BARRIO PERUZZOTTI,1629,442-4147,6638012,PILAR,PILAR,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06638,"GARIBALDI Y P. DE MENDOZA 1914  BARRIO PERUZZOTTI, PILAR, PILAR, Buenos Aires, Argentina","GARIBALDI Y P. DE MENDOZA 1914  BARRIO PERUZZOTTI, PILAR, PILAR, Buenos Aires, Argentina","GARIBALDI Y P. DE MENDOZA 1914, PILAR, Buenos Aires, Argentina"
Buenos Aires,60406700,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº3 REPÚBLICA DE ITALIA,Estatal,Activo,Urbano,844 y 892 2135  ,1881,4212-4195,6658009,SAN FRANCISCO SOLANO,QUILMES,tecnica3quilmes@yahoo.com.ar; mt085003@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06658,"844 y 892 2135  , SAN FRANCISCO SOLANO, QUILMES, Buenos Aires, Argentina","844 y 892 2135  , SAN FRANCISCO SOLANO, QUILMES, Buenos Aires, Argentina","844 y 892 2135, QUILMES, Buenos Aires, Argentina"
Buenos Aires,60421100,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº3,Estatal,Activo,Urbano,EL TORDO E/ ZORZAL Y GOLONDRINA 459  SAN JOSE,1834,4269-9992,6490007,TEMPERLEY,LOMAS DE ZAMORA,tecnica003@yahoo.com.ar; omt0620003@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,06490,"EL TORDO E/ ZORZAL Y GOLONDRINA 459  SAN JOSE, TEMPERLEY, LOMAS DE ZAMORA, Buenos Aires, Argentina","EL TORDO 459  SAN JOSE, TEMPERLEY, LOMAS DE ZAMORA, Buenos Aires, Argentina","EL TORDO 459, LOMAS DE ZAMORA, Buenos Aires, Argentina"
Buenos Aires,60430600,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 CEFERINO NAMUNCURÁ,Estatal,Activo,Urbano,CAMPBELL ESQ. FAUSTO S/N  PARQUE ROMA,1856,42-0412,6028006,GLEW,ALMIRANTE BROWN,tecnica2deglew@yahoo.com; mt004002@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06028,"CAMPBELL ESQ. FAUSTO S/N  PARQUE ROMA, GLEW, ALMIRANTE BROWN, Buenos Aires, Argentina","CAMPBELL ESQ. FAUSTO S/N  PARQUE ROMA, GLEW, ALMIRANTE BROWN, Buenos Aires, Argentina","CAMPBELL ESQ. FAUSTO , ALMIRANTE BROWN, Buenos Aires, Argentina"
Buenos Aires,60483600,ESCUELA SECUNDARIA Nº12,Estatal,Activo,Urbano,LARROQUE 150  ,1828,4242-3206,6490001,BANFIELD,LOMAS DE ZAMORA,banfieldm12@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06490,"LARROQUE 150  , BANFIELD, LOMAS DE ZAMORA, Buenos Aires, Argentina","LARROQUE 150  , BANFIELD, LOMAS DE ZAMORA, Buenos Aires, Argentina","LARROQUE 150, LOMAS DE ZAMORA, Buenos Aires, Argentina"
Buenos Aires,60494400,ESCUELA SECUNDARIA Nº4,Estatal,Activo,Urbano,DERQUI E/ PROV. UNIDAS Y LIBERTAD 658  ,1804,4232-0986,6270003,JOSE MARIA EZEIZA,EZEIZA,media4ezeiza@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06270,"DERQUI E/ PROV. UNIDAS Y LIBERTAD 658  , JOSE MARIA EZEIZA, EZEIZA, Buenos Aires, Argentina","DERQUI 658  , JOSE MARIA EZEIZA, EZEIZA, Buenos Aires, Argentina","DERQUI 658, EZEIZA, Buenos Aires, Argentina"
Buenos Aires,60494800,ESCUELA SECUNDARIA Nº5 MARIA EVA DUARTE DE PERON,Estatal,Activo,Urbano,monseñor novak 1125  A. COSTA,1888,4287-6373,6274005,FLORENCIO VARELA,FLORENCIO VARELA,eemn5@hotmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06274,"monseñor novak 1125  A. COSTA, FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","monseñor novak 1125  A. COSTA, FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","monseñor novak 1125, FLORENCIO VARELA, Buenos Aires, Argentina"
Buenos Aires,60494801,EXTENSION DE ESCUELA SECUNDARIA Nº5,Estatal,Activo,Urbano,EL MANGRULLO 25  BARRIO G. A COSTA,1888,4237-8890,6274005,FLORENCIO VARELA,FLORENCIO VARELA,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06274,"EL MANGRULLO 25  BARRIO G. A COSTA, FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","EL MANGRULLO 25  BARRIO G. A COSTA, FLORENCIO VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","EL MANGRULLO 25, FLORENCIO VARELA, Buenos Aires, Argentina"
Buenos Aires,60497600,ESCUELA SECUNDARIA Nº1 DR. GUSTAVO MARTINEZ ZUVIRIA,Estatal,Activo,Urbano,PASO E/ALBERTI Y LAS HERAS 210  ,1980,44-2394,6119003,CORONEL BRANDSEN,BRANDSEN,ees1brandsen@gmail.com; media1brandsen@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06119,"PASO E/ALBERTI Y LAS HERAS 210  , CORONEL BRANDSEN, BRANDSEN, Buenos Aires, Argentina","PASO 210  , CORONEL BRANDSEN, BRANDSEN, Buenos Aires, Argentina","PASO 210, BRANDSEN, Buenos Aires, Argentina"
