Jurisdicción,CUE Anexo,Nombre,Sector,Estado,Ámbito,Domicilio,CP,Teléfono,Código Localidad,Localidad,Departamento,E-mail,Ed. Común,Ed. Especial,Ed. de Jóvenes y Adultos,Ed. Artística,Ed. Hospitalaria Domiciliaria,Ed. Intercultural Bilingüe,Ed. Contexto de Encierro,Jardín maternal,Jardín de infantes,Primaria,Secundaria,Secundaria Técnica (INET),Superior no Universitario,Superior No Universitario (INET),dpto_link,Address,Address_2,Address_3,lng,lat,id
Buenos Aires,60255400,ESCUELA SECUNDARIA ESPECIALIZADA EN ARTE Nº1,Estatal,Activo,Urbano,LUIS TRANGONI E/INDEP. Y VIAS FERROC. 152  ,1838,4281-7247,6260005,LUIS GUILLON,ESTEBAN ECHEVERRIA,poliarteecheverria@gmail.com; omm0300017@abc.gov.ar,True,False,False,True,False,False,False,False,False,False,True,False,False,False,6260,"LUIS TRANGONI E/INDEP. Y VIAS FERROC. 152  , LUIS GUILLON, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","LUIS TRANGONI 152  , LUIS GUILLON, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","LUIS TRANGONI 152, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina",-58.4569833,-34.8062659,ChIJf7_E09DTvJURXFTlgODRhvk
Buenos Aires,60271100,ESCUELA SECUNDARIA Nº3 LEANDRO N ALEN,Estatal,Activo,Urbano,RIO NEGRO E/PALACIOS Y CHUBUT 1340  ,1684,4751-7837,6568002,EL PALOMAR,MORON,escuela3@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6568,"RIO NEGRO E/PALACIOS Y CHUBUT 1340  , EL PALOMAR, MORON, Buenos Aires, Argentina","RIO NEGRO 1340  , EL PALOMAR, MORON, Buenos Aires, Argentina","RIO NEGRO 1340, MORON, Buenos Aires, Argentina",-58.5824467,-34.6165502,Ej1Sw61vIE5lZ3JvIDEzNDAsIEIxNjg1REFUIEVsIFBhbG9tYXIsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,60272800,ESCUELA SECUNDARIA Nº31 9 DE JULIO,Estatal,Activo,Urbano,COLONIA 2135  ,1765,4486-6742,6427007,ISIDRO CASANOVA,LA MATANZA,giselalopez44@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6427,"COLONIA 2135  , ISIDRO CASANOVA, LA MATANZA, Buenos Aires, Argentina","COLONIA 2135  , ISIDRO CASANOVA, LA MATANZA, Buenos Aires, Argentina","COLONIA 2135, LA MATANZA, Buenos Aires, Argentina",-58.5903164,-34.6875489,ChIJq5UtmVrGvJURCA2g4crtHT8
Buenos Aires,60278600,ESCUELA SECUNDARIA Nº10 HEROES DE MALVINAS,Estatal,Activo,Urbano,Av.ROSALES E/ MARRASPIN Y VEDOYA 1132  ,1826,4202-4837,6434007,REMEDIOS DE ESCALADA DE SAN MARTIN,LANUS,diezescalada@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6434,"Av.ROSALES E/ MARRASPIN Y VEDOYA 1132  , REMEDIOS DE ESCALADA DE SAN MARTIN, LANUS, Buenos Aires, Argentina","Av.ROSALES 1132  , REMEDIOS DE ESCALADA DE SAN MARTIN, LANUS, Buenos Aires, Argentina","Av.ROSALES 1132, LANUS, Buenos Aires, Argentina",-58.4017747,-34.7234833,ChIJ1yzGx2zNvJUR_zP8PmeTr1s
Buenos Aires,60282600,ESCUELA SECUNDARIA Nº6,Estatal,Activo,Urbano,WARNES ESQ. MURGUIONDO 3493  ,1822,4218-1978,6434022,VILLA DIAMANTE,LANUS,media6lanus@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6434,"WARNES ESQ. MURGUIONDO 3493  , VILLA DIAMANTE, LANUS, Buenos Aires, Argentina","WARNES ESQ. MURGUIONDO 3493  , VILLA DIAMANTE, LANUS, Buenos Aires, Argentina","WARNES ESQ. MURGUIONDO 3493, LANUS, Buenos Aires, Argentina",-58.4266485,-34.6798238,EkZDbmVsLiBNdXJndWlvbmRvICYgQ25lbC4gV2FybmVzLCBMYW7DunMgT2VzdGUsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,60282601,ANEXO I DE ESCUELA SECUNDARIA Nº6,Estatal,Activo,Urbano,MURGUIONDO E/ TALCAHUANO Y PEDRAZA 2221  VILLA DIAMANTE,1824,4208-5572,6434008,VALENTIN ALSINA,LANUS,esb6lanus@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6434,"MURGUIONDO E/ TALCAHUANO Y PEDRAZA 2221  VILLA DIAMANTE, VALENTIN ALSINA, LANUS, Buenos Aires, Argentina","MURGUIONDO 2221  VILLA DIAMANTE, VALENTIN ALSINA, LANUS, Buenos Aires, Argentina","MURGUIONDO 2221, LANUS, Buenos Aires, Argentina",-58.4861425,-34.6691557,EihNdXJndWlvbmRvIDIyMjEsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,60282700,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 MARTÍN MIGUEL DE GÜEMES,Estatal,Activo,Urbano,JOSE MARIA MORENO E/OLIDEN Y UCRANIA 2660  ,1824,4218-6765,6434021,VILLA DEL VALLE,LANUS,direccionguemes@gmail.com; mt111004@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,6434,"JOSE MARIA MORENO E/OLIDEN Y UCRANIA 2660  , VILLA DEL VALLE, LANUS, Buenos Aires, Argentina","JOSE MARIA MORENO 2660  , VILLA DEL VALLE, LANUS, Buenos Aires, Argentina","JOSE MARIA MORENO 2660, LANUS, Buenos Aires, Argentina",-58.4110421,-34.7049777,ChIJsx3F-v3MvJURyzLLa2o8aKU
Buenos Aires,60291800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº15 LUIS F. LELOIR,Estatal,Activo,Urbano,CALLE 464 ESQ. 19   ,1896,472-1713/4550,6441043,City Bell,LA PLATA,media15ebfl@yhaoo.com.ar; mm001015@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6441,"CALLE 464 ESQ. 19   , City Bell, LA PLATA, Buenos Aires, Argentina","CALLE 464 ESQ. 19   , City Bell, LA PLATA, Buenos Aires, Argentina","CALLE 464 ESQ. 19, LA PLATA, Buenos Aires, Argentina",-58.0572765,-34.8745994,Ej5DYWxsZSA0NjQgJiBDYWxsZSAxOSwgQjE4OTYgQ2l0eSBCZWxsLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,60311600,ESCUELA SECUNDARIA Nº10,Estatal,Activo,Urbano,ESPAÑA E/ CHACABUCO Y GUARESCHI 1132  ,1648,4749-7629,6805016,TIGRE,TIGRE,mm055010@yahoo.com.ar; mm055010@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6805,"ESPAÑA E/ CHACABUCO Y GUARESCHI 1132  , TIGRE, TIGRE, Buenos Aires, Argentina","ESPAÑA 1132  , TIGRE, TIGRE, Buenos Aires, Argentina","ESPAÑA 1132, TIGRE, Buenos Aires, Argentina",-58.5747568,-34.4259713,EixFc3Bhw7FhIDExMzIsIFRpZ3JlLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,60344900,ESCUELA SECUNDARIA Nº1,Estatal,Activo,Urbano,AV. EVA PERON 1403  ,1862,47-7017,6648001,GUERNICA,PRESIDENTE PERON,ees129@gmail.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6648,"AV. EVA PERON 1403  , GUERNICA, PRESIDENTE PERON, Buenos Aires, Argentina","AV. EVA PERON 1403  , GUERNICA, PRESIDENTE PERON, Buenos Aires, Argentina","AV. EVA PERON 1403, PRESIDENTE PERON, Buenos Aires, Argentina",-58.3709413,-34.9107029,EkNBdi4gRXZhIER1YXJ0ZSBkZSBQZXLDs24gMTQwMywgUHJlcy4gUGVyb24sIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,60359600,ESCUELA SECUNDARIA Nº6 DR.MANUEL ALVAREZ,Estatal,Activo,Urbano,JUAN ZARATE S/N  ,6703,49-3107,6497015,TORRES,LUJAN,secundaria6torres@gmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6497,"JUAN ZARATE S/N  , TORRES, LUJAN, Buenos Aires, Argentina","JUAN ZARATE S/N  , TORRES, LUJAN, Buenos Aires, Argentina","JUAN ZARATE , LUJAN, Buenos Aires, Argentina",,,
Buenos Aires,60367500,ESCUELA SECUNDARIA Nº6 ALMIRANTE GUILLERMO BROWN,Estatal,Activo,Urbano,RMI FERNANDEZ E/LORETO Y STA. ROSALIA 1347  ,1674,4757-6808,6840018,VILLA RAFFO,TRES DE FEBRERO,media6tresdefebrero@yahoo.es,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6840,"RMI FERNANDEZ E/LORETO Y STA. ROSALIA 1347  , VILLA RAFFO, TRES DE FEBRERO, Buenos Aires, Argentina","RMI FERNANDEZ 1347  , VILLA RAFFO, TRES DE FEBRERO, Buenos Aires, Argentina","RMI FERNANDEZ 1347, TRES DE FEBRERO, Buenos Aires, Argentina",,,
Buenos Aires,60372000,ESCUELA SECUNDARIA Nº5,Estatal,Activo,Urbano,148 E/ 10 Y 11 1041  ,1884,4216-9364/4540,6091001,BERAZATEGUI,BERAZATEGUI,media5berazategui@yahoo.com; mm119005@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6091,"148 E/ 10 Y 11 1041  , BERAZATEGUI, BERAZATEGUI, Buenos Aires, Argentina","148 148 E/ 10 Y 11 1041  , BERAZATEGUI, BERAZATEGUI, Buenos Aires, Argentina","148 148 E/ 10 Y 11 1041, BERAZATEGUI, Buenos Aires, Argentina",-58.258481,-34.781878,EkFDYWxsZSAxMCAxNDgsIEIxODg0QlJEIEJlcmF6YXRlZ3VpIE9lc3RlLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,60382000,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5,Estatal,Activo,Urbano,368 ESQ 316 S/N  ,1886,4258-4354,6091013,RANELAGH,BERAZATEGUI,eestn5berazategui@gmail.com,True,False,False,False,False,False,False,False,False,False,True,True,False,False,6091,"368 ESQ 316 S/N  , RANELAGH, BERAZATEGUI, Buenos Aires, Argentina","368 ESQ 316 S/N  , RANELAGH, BERAZATEGUI, Buenos Aires, Argentina","368 ESQ 316 , BERAZATEGUI, Buenos Aires, Argentina",-58.1890957,-34.7895221,Ej5DYWxsZSAzNjggJiBDYWxsZSAzMTYsIEIxODg2IFJhbmVsYWdoLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,60389900,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº7 REPÚBLICA DE PANAMÁ,Estatal,Activo,Urbano,RIVADAVIA ESQ. GUATEMALA 145  ,1828,4208-9366,6434008,VALENTIN ALSINA,LANUS,eet7delanus@yahoo.com.ar; omt1110007@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,6434,"RIVADAVIA ESQ. GUATEMALA 145  , VALENTIN ALSINA, LANUS, Buenos Aires, Argentina","RIVADAVIA ESQ. GUATEMALA 145  , VALENTIN ALSINA, LANUS, Buenos Aires, Argentina","RIVADAVIA ESQ. GUATEMALA 145, LANUS, Buenos Aires, Argentina",-58.3957182,-34.6731969,EkBHdWF0ZW1hbGEgJiBSaXZhZGF2aWEsIFZhbGVudMOtbiBBbHNpbmEsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,60395900,ESCUELA SECUNDARIA Nº16,Estatal,Activo,Urbano,MAGNASCO 1916  ,1757,4457-6099,6427006,GREGORIO DE LAFERRERE,LA MATANZA,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6427,"MAGNASCO 1916  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","MAGNASCO 1916  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","MAGNASCO 1916, LA MATANZA, Buenos Aires, Argentina",-58.5778959,-34.7391232,ChIJYenu773FvJURURKAxUw5EXw
Buenos Aires,60395902,ANEXO I DE ESCUELA SECUNDARIA Nº16,Estatal,Activo,Urbano,STA. ROSA Y EL LAZO 6300  ,1757,4467-1525,6427006,GREGORIO DE LAFERRERE,LA MATANZA,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6427,"STA. ROSA Y EL LAZO 6300  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","STA. ROSA Y EL LAZO 6300  , GREGORIO DE LAFERRERE, LA MATANZA, Buenos Aires, Argentina","STA. ROSA Y EL LAZO 6300, LA MATANZA, Buenos Aires, Argentina",-58.5771086,-34.7393685,EkhFbCBMYXpvICYgU3RhIFJvc2EsIEIxNzU3IEdyZWdvcmlvIGRlIExhZmVycmVyZSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,60396400,ESCUELA SECUNDARIA Nº32,Estatal,Activo,Urbano,CAMACUA ESQ. PAMPA 3407  ,1754,4696-4762,6427014,VILLA LUZURIAGA,LA MATANZA,em069032@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6427,"CAMACUA ESQ. PAMPA 3407  , VILLA LUZURIAGA, LA MATANZA, Buenos Aires, Argentina","CAMACUA ESQ. PAMPA 3407  , VILLA LUZURIAGA, LA MATANZA, Buenos Aires, Argentina","CAMACUA ESQ. PAMPA 3407, LA MATANZA, Buenos Aires, Argentina",-58.5908442,-34.6675755,Ej9DYW1hY3VhICYgUGFtcGEsIEIxNzUzIFZpbGxhIEx1enVyaWFnYSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,60402900,ESCUELA SECUNDARIA Nº8,Estatal,Activo,Urbano,YATAY 500  LA LOMA,1834,4260-4492,6490007,TEMPERLEY,LOMAS DE ZAMORA,ess8temperley@gmail.com; rmiguel2767@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6490,"YATAY 500  LA LOMA, TEMPERLEY, LOMAS DE ZAMORA, Buenos Aires, Argentina","YATAY 500  LA LOMA, TEMPERLEY, LOMAS DE ZAMORA, Buenos Aires, Argentina","YATAY 500, LOMAS DE ZAMORA, Buenos Aires, Argentina",-58.3502527,-34.749079,ChIJoSQJwT8to5URPSpAk_b_UvQ
Buenos Aires,60402901,EXTENSION I DE ESCUELA SECUNDARIA Nº8,Estatal,Activo,Urbano,NESTOR DE LA PEÑA 654  ,False,4231-5746,6490004,LLAVALLOL,LOMAS DE ZAMORA,ees8temperley@gmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6490,"NESTOR DE LA PEÑA 654  , LLAVALLOL, LOMAS DE ZAMORA, Buenos Aires, Argentina","NESTOR DE LA PEÑA 654  , LLAVALLOL, LOMAS DE ZAMORA, Buenos Aires, Argentina","NESTOR DE LA PEÑA 654, LOMAS DE ZAMORA, Buenos Aires, Argentina",-58.4303725,-34.7877466,EkNOZXN0b3IgZGUgbGEgUGXDsWEgNjU0LCBCMTgzNkRQTiBMbGF2YWxsb2wsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,60403200,ESCUELA SECUNDARIA Nº8,Estatal,Activo,Urbano,VELARDE Y HORNOS s/n  LOS AROMOS,1716,497-6608,6539003,LIBERTAD,MERLO,ees_8merlo@outlook.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6539,"VELARDE Y HORNOS s/n  LOS AROMOS, LIBERTAD, MERLO, Buenos Aires, Argentina","VELARDE Y HORNOS s/n  LOS AROMOS, LIBERTAD, MERLO, Buenos Aires, Argentina","VELARDE Y HORNOS , MERLO, Buenos Aires, Argentina",-58.6693586,-34.6975811,EjNWZWxhcmRlICYgSG9ybm9zLCBMaWJlcnRhZCwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,60404600,ESCUELA SECUNDARIA Nº9 MARIA GARCHITORENA DE CALVAGNO,Estatal,Activo,Urbano,GOROSTIAGA 510  ,1633,449-0448,6638004,FATIMA,PILAR,secundaria9fatima@gmail.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6638,"GOROSTIAGA 510  , FATIMA, PILAR, Buenos Aires, Argentina","GOROSTIAGA 510  , FATIMA, PILAR, Buenos Aires, Argentina","GOROSTIAGA 510, PILAR, Buenos Aires, Argentina",-58.9893096,-34.4352922,ChIJJUz_3AqCvJUR97cJtVBDz-M
Buenos Aires,60404800,ESCUELA SECUNDARIA Nº6 DR. E. L. MARADONA,Estatal,Activo,Urbano,GARIBALDI 1998  PERUZZOTTI,1629,443-2799,6638012,PILAR,PILAR,escuelamedia6pilar@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,6638,"GARIBALDI 1998  PERUZZOTTI, PILAR, PILAR, Buenos Aires, Argentina","GARIBALDI 1998  PERUZZOTTI, PILAR, PILAR, Buenos Aires, Argentina","GARIBALDI 1998, PILAR, Buenos Aires, Argentina",-58.9163195,-34.4817787,EkRKb3PDqSBHYXJpYmFsZGkgMTk5OCwgQjE2MjlFSkggUGlsYXIgQ2VudHJvLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,60404801,ANEXO I DE ESCUELA SECUNDARIA Nº6,Estatal,Activo,Urbano,RUTA PROVINCIAL 28 KM 6 S/N  ENTIQUIANA DEL PEON,1629,440-9043,6638012,PILAR,PILAR,esb37pilar@yahoo.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6638,"RUTA PROVINCIAL 28 KM 6 S/N  ENTIQUIANA DEL PEON, PILAR, PILAR, Buenos Aires, Argentina","RUTA PROVINCIAL 28 KM 6 S/N  ENTIQUIANA DEL PEON, PILAR, PILAR, Buenos Aires, Argentina","RUTA PROVINCIAL 28 KM 6 , PILAR, Buenos Aires, Argentina",-58.9198986,-34.4778488,Eh1SUDI4LCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,60404802,EXTENSION I DE ESCUELA SECUNDARIA Nº6,Estatal,Activo,Urbano,GARIBALDI Y P. DE MENDOZA 1914  BARRIO PERUZZOTTI,1629,442-4147,6638012,PILAR,PILAR,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,6638,"GARIBALDI Y P. DE MENDOZA 1914  BARRIO PERUZZOTTI, PILAR, PILAR, Buenos Aires, Argentina","GARIBALDI Y P. DE MENDOZA 1914  BARRIO PERUZZOTTI, PILAR, PILAR, Buenos Aires, Argentina","GARIBALDI Y P. DE MENDOZA 1914, PILAR, Buenos Aires, Argentina",-58.9169331,-34.4809772,Ek9QZWRybyBkZSBNZW5kb3phICYgSm9zw6kgR2FyaWJhbGRpLCBCMTYyOSBQaWxhciBDZW50cm8sIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
