Jurisdicción,CUE Anexo,Nombre,Sector,Estado,Ámbito,Domicilio,CP,Teléfono,Código Localidad,Localidad,Departamento,E-mail,Ed. Común,Ed. Especial,Ed. de Jóvenes y Adultos,Ed. Artística,Ed. Hospitalaria Domiciliaria,Ed. Intercultural Bilingüe,Ed. Contexto de Encierro,Jardín maternal,Jardín de infantes,Primaria,Secundaria,Secundaria Técnica (INET),Superior no Universitario,Superior No Universitario (INET),dpto_link,Address,Address_2,Address_3,lng,lat,id
Buenos Aires,61821000,ESCUELA SECUNDARIA Nº7,Estatal,Activo,Urbano,LAVALLE Y BRASIL S/N  ,1806,4386-0182,6270005,TRISTAN SUAREZ,EZEIZA,secundaria7ezeiza@gmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06270,"LAVALLE Y BRASIL S/N  , TRISTAN SUAREZ, EZEIZA, Buenos Aires, Argentina","LAVALLE Y BRASIL S/N  , TRISTAN SUAREZ, EZEIZA, Buenos Aires, Argentina","LAVALLE Y BRASIL , EZEIZA, Buenos Aires, Argentina",-58.5804719,-34.8938039,EjxCcmFzaWwgJiBMYXZhbGxlLCBDYXJsb3MgU3BlZ2F6emluaSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61821300,ESCUELA SECUNDARIA Nº12,Estatal,Activo,Urbano,FLORENCIO VARELA 446  ,1804,4295-0717,6270003,JOSE MARIA EZEIZA,EZEIZA,escuelasecundaria_basica21@yahoo.com.ar; obs1300021@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06270,"FLORENCIO VARELA 446  , JOSE MARIA EZEIZA, EZEIZA, Buenos Aires, Argentina","FLORENCIO VARELA 446  , JOSE MARIA EZEIZA, EZEIZA, Buenos Aires, Argentina","FLORENCIO VARELA 446, EZEIZA, Buenos Aires, Argentina",-58.5224756,-34.842316,Ej5GbG9yZW5jaW8gVmFyZWxhIDQ0NiwgQjE4MDRCUEogRXplaXphLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61821301,ANEXO Nº1 DE ESCUELA SECUNDARIA Nº12,Estatal,Activo,Urbano,MALVINAS ARGENTINAS Y SAN LORENZO 1020  VILLA GUILLERMINA,1804,4389-6081,6270009,EZEIZA,EZEIZA,diresb5sb9@yahoo.com.ar; obs1300009@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06270,"MALVINAS ARGENTINAS Y SAN LORENZO 1020  VILLA GUILLERMINA, EZEIZA, EZEIZA, Buenos Aires, Argentina","MALVINAS ARGENTINAS Y SAN LORENZO 1020  VILLA GUILLERMINA, EZEIZA, EZEIZA, Buenos Aires, Argentina","MALVINAS ARGENTINAS Y SAN LORENZO 1020, EZEIZA, Buenos Aires, Argentina",-58.5107028,-34.8383907,EkJNYWx2aW5hcyBBcmdlbnRpbmFzICYgU2FuIExvcmVuem8sIEV6ZWl6YSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61821302,ANEXO Nº2 DE ESCUELA SECUNDARIA Nº12,Estatal,Activo,Urbano,FRENCH E/ LIBERTAD Y PUEYRREDON 630  ,1804,4389-0755/0713,6270009,EZEIZA,EZEIZA,sb301ezeiza@gmail.com; obs1300001@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06270,"FRENCH E/ LIBERTAD Y PUEYRREDON 630  , EZEIZA, EZEIZA, Buenos Aires, Argentina","FRENCH 630  , EZEIZA, EZEIZA, Buenos Aires, Argentina","FRENCH 630, EZEIZA, Buenos Aires, Argentina",-58.5244583,-34.8488147,ChIJm1mvP8_QvJUR7_Ovq3kJ76A
Buenos Aires,61821400,ESC. SECUNDARIA BASICA Nº79,Estatal,Activo,Urbano,849 E/882 Y 883 1250  BARRIO LA FLORIDA,1881,4250-4424,6658008,QUILMES,QUILMES,escsec79quilmes@yahoo.com.ar; obs0850079@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06658,"849 E/882 Y 883 1250  BARRIO LA FLORIDA, QUILMES, QUILMES, Buenos Aires, Argentina","849 849 E/882 Y 883 1250  BARRIO LA FLORIDA, QUILMES, QUILMES, Buenos Aires, Argentina","849 849 E/882 Y 883 1250, QUILMES, Buenos Aires, Argentina",-58.2944819,-34.7744331,EkBDYWxsZSA4ODIgJiBDYWxsZSA4NDksIFZpbGxhIGxhIEZsb3JpZGEsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61821500,ESC. SECUNDARIA BASICA Nº78,Estatal,Activo,Urbano,CONDARCO E/VENEZUELA Y COSTA RICA 5350  BARRIO LA ESPERANZA GRANDE,1882,4210-6537,6658005,EZPELETA,QUILMES,secundariabasica58@yahoo.com.ar; obs0850078@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06658,"CONDARCO E/VENEZUELA Y COSTA RICA 5350  BARRIO LA ESPERANZA GRANDE, EZPELETA, QUILMES, Buenos Aires, Argentina","CONDARCO 5350  BARRIO LA ESPERANZA GRANDE, EZPELETA, QUILMES, Buenos Aires, Argentina","CONDARCO 5350, QUILMES, Buenos Aires, Argentina",-58.2679108,-34.7466031,Ei9Db25kYXJjbyA1MzUwLCBRdWlsbWVzLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61821600,ESC. SECUNDARIA BASICA Nº16,Estatal,Activo,Urbano,AV. MAIPU 752  ,1804,4295-1223,6270001,CANNING,EZEIZA,secundaria16ezeiza@gmail.com; obs1300016@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06270,"AV. MAIPU 752  , CANNING, EZEIZA, Buenos Aires, Argentina","AV. MAIPU 752  , CANNING, EZEIZA, Buenos Aires, Argentina","AV. MAIPU 752, EZEIZA, Buenos Aires, Argentina",-58.5156813,-34.870501,EjRNYWlww7ogNzUyLCBCMTgwMUJKVSBFemVpemEsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61821800,ESC. SECUNDARIA BASICA Nº20,Estatal,Activo,Urbano,AVDA. PEREZ QUINTANA Y GAONA 4500  ,1714,4481-2972,6410002,ITUZAINGO,ITUZAINGO,mn.ledesma@hotmail.com; obs1360020@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06410,"AVDA. PEREZ QUINTANA Y GAONA 4500  , ITUZAINGO, ITUZAINGO, Buenos Aires, Argentina","AVDA. PEREZ QUINTANA Y GAONA 4500  , ITUZAINGO, ITUZAINGO, Buenos Aires, Argentina","AVDA. PEREZ QUINTANA Y GAONA 4500, ITUZAINGO, Buenos Aires, Argentina",,,
Buenos Aires,61821900,ESCUELA SECUNDARIA Nº6,Estatal,Activo,Urbano,ZAPALA 453  ,1804,4389-4531,6270004,LA UNION,EZEIZA,sec.6.ezeiza@gmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06270,"ZAPALA 453  , LA UNION, EZEIZA, Buenos Aires, Argentina","ZAPALA 453  , LA UNION, EZEIZA, Buenos Aires, Argentina","ZAPALA 453, EZEIZA, Buenos Aires, Argentina",-58.5433274,-34.85374,EjZaYXBhbGEgNDUzLCBCMTgwM0VPSSBMYSBVbmlvbiwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61822100,ESCUELA SECUNDARIA Nº14,Estatal,Activo,Urbano,AUSTRIA E/ ALMAGRO Y PORTUGAL 2757  BARRIO SAN ALBERTO,1714,4621-2925,6410002,ITUZAINGO,ITUZAINGO,patotony1@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06410,"AUSTRIA E/ ALMAGRO Y PORTUGAL 2757  BARRIO SAN ALBERTO, ITUZAINGO, ITUZAINGO, Buenos Aires, Argentina","AUSTRIA 2757  BARRIO SAN ALBERTO, ITUZAINGO, ITUZAINGO, Buenos Aires, Argentina","AUSTRIA 2757, ITUZAINGO, Buenos Aires, Argentina",-58.6988246,-34.6509714,EjpBdXN0cmlhIDI3NTcsIEIxNzE0Q0VFIEl0dXphaW5nw7MsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61825800,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 RICARDO ALBERTO LOPEZ,Estatal,Activo,Urbano,111 E/18 Y 19 1890  BARRIO PRIMAVERA,1884,4261-4796,6091001,BERAZATEGUI,BERAZATEGUI,tecnica4begui@gmail.com; omt1190004@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,06091,"111 E/18 Y 19 1890  BARRIO PRIMAVERA, BERAZATEGUI, BERAZATEGUI, Buenos Aires, Argentina","111 111 E/18 Y 19 1890  BARRIO PRIMAVERA, BERAZATEGUI, BERAZATEGUI, Buenos Aires, Argentina","111 111 E/18 Y 19 1890, BERAZATEGUI, Buenos Aires, Argentina",-58.2427961,-34.785589,ChIJQQ5zcC8po5URI0Bo1tSw5BQ
Buenos Aires,61826600,ESC. SECUNDARIA BASICA Nº18,Estatal,Activo,Urbano,SARDI E/ A. GRANDE Y M. CORONADO 1830  ,1838,4272-7743,6260005,LUIS GUILLON,ESTEBAN ECHEVERRIA,escsec182014@gmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06260,"SARDI E/ A. GRANDE Y M. CORONADO 1830  , LUIS GUILLON, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","SARDI 1830  , LUIS GUILLON, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina","SARDI 1830, ESTEBAN ECHEVERRIA, Buenos Aires, Argentina",-58.4540128,-34.7939753,EkhNYXJ0w61uIENvcm9uYWRvICYgQS4gU2FyZGksIEIxODM4IEx1aXMgR3VpbGxvbiwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61827200,ESCUELA SECUNDARIA Nº7,Estatal,Activo,Urbano,J. LINERA Y VELEZ SARFIELD 1161  LA FRATERNIDAD,1748,486-0522,6364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,alma2702lafrate@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06364,"J. LINERA Y VELEZ SARFIELD 1161  LA FRATERNIDAD, GENERAL RODRIGUEZ, GENERAL RODRIGUEZ, Buenos Aires, Argentina","J. LINERA Y VELEZ SARFIELD 1161  LA FRATERNIDAD, GENERAL RODRIGUEZ, GENERAL RODRIGUEZ, Buenos Aires, Argentina","J. LINERA Y VELEZ SARFIELD 1161, GENERAL RODRIGUEZ, Buenos Aires, Argentina",-58.9521294,-34.6020889,ChIJi7YsqL2PvJURGZFuaV_2jdE
Buenos Aires,61827300,ESCUELA SECUNDARIA Nº5,Estatal,Activo,Urbano,PUERTA DEL PLATA 650  A de san joaquin,1748,4784-3095,6364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,adrianhbertoli@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06364,"PUERTA DEL PLATA 650  A de san joaquin, GENERAL RODRIGUEZ, GENERAL RODRIGUEZ, Buenos Aires, Argentina","PUERTA DEL PLATA 650  A de san joaquin, GENERAL RODRIGUEZ, GENERAL RODRIGUEZ, Buenos Aires, Argentina","PUERTA DEL PLATA 650, GENERAL RODRIGUEZ, Buenos Aires, Argentina",-58.9291332,-34.5935843,ChIJbZ5Igd2PvJUR4OYOJE90iMk
Buenos Aires,61827500,ESCUELA SECUNDARIA Nº8,Estatal,Activo,Urbano,BARRIO DE SUBOFICIALES SARGENTO CABRAL S/N  ,1659,4451-7179,6760002,CAMPO DE MAYO,SAN MIGUEL,escuela.secundaria@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06760,"BARRIO DE SUBOFICIALES SARGENTO CABRAL S/N  , CAMPO DE MAYO, SAN MIGUEL, Buenos Aires, Argentina","BARRIO DE SUBOFICIALES SARGENTO CABRAL S/N  , CAMPO DE MAYO, SAN MIGUEL, Buenos Aires, Argentina","BARRIO DE SUBOFICIALES SARGENTO CABRAL , SAN MIGUEL, Buenos Aires, Argentina",-58.6949053,-34.5282597,ChIJEVdDRh69vJURDVzrN9CmX0o
Buenos Aires,61827700,ESCUELA DE EDUCACIÓN SECUNDARIA Nº25,Estatal,Activo,Urbano,URQUIZA 1327  ,1663,4667-2678,6760005,SAN MIGUEL,SAN MIGUEL,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06760,"URQUIZA 1327  , SAN MIGUEL, SAN MIGUEL, Buenos Aires, Argentina","URQUIZA 1327  , SAN MIGUEL, SAN MIGUEL, Buenos Aires, Argentina","URQUIZA 1327, SAN MIGUEL, Buenos Aires, Argentina",-58.7049145,-34.5404798,EkBHcmFsLiBVcnF1aXphIDEzMjcsIEIxNjYzR1hFIFNhbiBNaWd1ZWwsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61827800,ESCUELA DE EDUCACIÓN SECUNDARIA Nº30,Estatal,Activo,Urbano,LAS DELICIAS E/ALGEL GALLARDO Y PINTOS 3579  ,1663,4451-6581,6760022,DON ALFONSO,SAN MIGUEL,esb12sanmiguel@live.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06760,"LAS DELICIAS E/ALGEL GALLARDO Y PINTOS 3579  , DON ALFONSO, SAN MIGUEL, Buenos Aires, Argentina","LAS DELICIAS 3579  , DON ALFONSO, SAN MIGUEL, Buenos Aires, Argentina","LAS DELICIAS 3579, SAN MIGUEL, Buenos Aires, Argentina",-58.7469069,-34.5485838,Ej9MYXMgRGVsaWNpYXMgMzU3OSwgQjE2NjNKSlMgU2FuIE1pZ3VlbCwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61827900,ESCUELA DE EDUCACIÓN SECUNDARIA Nº21,Estatal,Activo,Urbano,CRUZ DEL SUR E/ AGÜERO Y ESPAÑA 1940  LA ESTRELLA,1663,4465-7518,6760005,SAN MIGUEL,SAN MIGUEL,azucenas07@gmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06760,"CRUZ DEL SUR E/ AGÜERO Y ESPAÑA 1940  LA ESTRELLA, SAN MIGUEL, SAN MIGUEL, Buenos Aires, Argentina","CRUZ DEL SUR 1940  LA ESTRELLA, SAN MIGUEL, SAN MIGUEL, Buenos Aires, Argentina","CRUZ DEL SUR 1940, SAN MIGUEL, Buenos Aires, Argentina",-58.7634062,-34.561644,Ej5DcnV6IGRlIFN1ciAxOTQwLCBCMTY2M0JCTiBTYW4gTWlndWVsLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61828000,ESCUELA DE EDUCACIÓN SECUNDARIA Nº28,Estatal,Activo,Urbano,EL ZONDA E/ IRIGOIN Y MALVINAS 2475  BARRIO SARMIENTO,1663,4455-0965,6760005,SAN MIGUEL,SAN MIGUEL,mabylop64@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06760,"EL ZONDA E/ IRIGOIN Y MALVINAS 2475  BARRIO SARMIENTO, SAN MIGUEL, SAN MIGUEL, Buenos Aires, Argentina","EL ZONDA 2475  BARRIO SARMIENTO, SAN MIGUEL, SAN MIGUEL, Buenos Aires, Argentina","EL ZONDA 2475, SAN MIGUEL, Buenos Aires, Argentina",-58.7486069,-34.5613287,EkFDYWxsZSBFbCBab25kYSAyNDc1LCBCMTY2M0NSWSBTYW4gTWlndWVsLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61828001,EXTENSION I DE ESCUELA SECUNDARIA Nº28,Estatal,Activo,Urbano,PAULA ALBARRACIN 2447  BARRIO SARMIENTO,1663,4465-3192,6760005,SAN MIGUEL,SAN MIGUEL,sanmiguelsecretariaesb021@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06760,"PAULA ALBARRACIN 2447  BARRIO SARMIENTO, SAN MIGUEL, SAN MIGUEL, Buenos Aires, Argentina","PAULA ALBARRACIN 2447  BARRIO SARMIENTO, SAN MIGUEL, SAN MIGUEL, Buenos Aires, Argentina","PAULA ALBARRACIN 2447, SAN MIGUEL, Buenos Aires, Argentina",-58.7490963,-34.5624334,EkRQYXVsYSBBbGJhcnJhY8OtbiAyNDQ3LCBCMTY2M0NOWSBTYW4gTWlndWVsLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61828100,ESCUELA DE EDUCACIÓN SECUNDARIA Nº 41,Estatal,Activo,Urbano,USPALLATA E/ PERU Y RCA. ARGENTINA S/N  TIERRA ALTAS,1615,62-5869,6515001,GRAND BOURG,MALVINAS ARGENTINAS,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06515,"USPALLATA E/ PERU Y RCA. ARGENTINA S/N  TIERRA ALTAS, GRAND BOURG, MALVINAS ARGENTINAS, Buenos Aires, Argentina","USPALLATA E/ PERU Y RCA. ARGENTINA S/N  TIERRA ALTAS, GRAND BOURG, MALVINAS ARGENTINAS, Buenos Aires, Argentina","USPALLATA E/ PERU Y RCA. ARGENTINA , MALVINAS ARGENTINAS, Buenos Aires, Argentina",-58.7254677,-34.4901203,ChIJJ9lypJCivJUR8riwIK3oMtA
Buenos Aires,61828200,ESCUELA SECUNDARIA Nº23,Estatal,Activo,Urbano,PIEDRABUENA 2347  TIERRAS ALTAS,1615,48-0782,6515001,GRAND BOURG,MALVINAS ARGENTINAS,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06515,"PIEDRABUENA 2347  TIERRAS ALTAS, GRAND BOURG, MALVINAS ARGENTINAS, Buenos Aires, Argentina","PIEDRABUENA 2347  TIERRAS ALTAS, GRAND BOURG, MALVINAS ARGENTINAS, Buenos Aires, Argentina","PIEDRABUENA 2347, MALVINAS ARGENTINAS, Buenos Aires, Argentina",-58.7397744,-34.4787373,ChIJxWi_XYCYvJURKjrBq3Ns2l0
Buenos Aires,61828300,ESCUELA SECUNDARIA Nº21,Estatal,Activo,Urbano,CANAL DE PANAMA Y SAN BLAS   LA CABAÑA,1665,44-5431,6412001,JOSE C PAZ,JOSE C. PAZ,gabluiz@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06412,"CANAL DE PANAMA Y SAN BLAS   LA CABAÑA, JOSE C PAZ, JOSE C. PAZ, Buenos Aires, Argentina","CANAL DE PANAMA Y SAN BLAS   LA CABAÑA, JOSE C PAZ, JOSE C. PAZ, Buenos Aires, Argentina","CANAL DE PANAMA Y SAN BLAS   LA CABAÑA, JOSE C PAZ, JOSE C. PAZ, Buenos Aires, Argentina",,,
Buenos Aires,61828400,ESC. SECUNDARIA BASICA Nº14,Estatal,Activo,Urbano,PADRE NUESTRO Y TALAN TALAN S/N  ENRIQUE DELFINO,1617,4740-2449,6805009,GENERAL PACHECO,TIGRE,escuela.sb.14.tigre.bsas@gmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06805,"PADRE NUESTRO Y TALAN TALAN S/N  ENRIQUE DELFINO, GENERAL PACHECO, TIGRE, Buenos Aires, Argentina","PADRE NUESTRO Y TALAN TALAN S/N  ENRIQUE DELFINO, GENERAL PACHECO, TIGRE, Buenos Aires, Argentina","PADRE NUESTRO Y TALAN TALAN , TIGRE, Buenos Aires, Argentina",-58.6551025,-34.4492459,EkNUYWxhbiBUYWxhbiAmIFBhZHJlIE51ZXN0cm8sIEdyYWwuIFBhY2hlY28sIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
