Jurisdicción,CUE Anexo,Nombre,Sector,Estado,Ámbito,Domicilio,CP,Teléfono,Código Localidad,Localidad,Departamento,E-mail,Ed. Común,Ed. Especial,Ed. de Jóvenes y Adultos,Ed. Artística,Ed. Hospitalaria Domiciliaria,Ed. Intercultural Bilingüe,Ed. Contexto de Encierro,Jardín maternal,Jardín de infantes,Primaria,Secundaria,Secundaria Técnica (INET),Superior no Universitario,Superior No Universitario (INET),dpto_link,Address,Address_2,Address_3,lng,lat,id
Buenos Aires,61145600,ESCUELA DE EDUCACIÓN SECUNDARIA AGRARIA Nº1,Estatal,Activo,Rural,RUTA PROV. 53 KM 13000 S/N  La Capilla,1888,49-8211,6274031,FCIO. VARELA,FLORENCIO VARELA,agropecuaria1_fv@yahoo.com.ar; oma0320001@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06274,"RUTA PROV. 53 KM 13000 S/N  La Capilla, FCIO. VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","RUTA PROV. 53 KM 13000 S/N  La Capilla, FCIO. VARELA, FLORENCIO VARELA, Buenos Aires, Argentina","RUTA PROV. 53 KM 13000 , FLORENCIO VARELA, Buenos Aires, Argentina",-58.2533489,-34.9321851,ChIJPy3SQcnWopURyCHm6hRBjZY
Buenos Aires,61146500,ESCUELA SECUNDARIA Nº7 MALVINAS ARGENTINAS,Estatal,Activo,Urbano,CUBA E/ RIO LIMAY Y RIO PILCOMAYO 166  BARRIO TORO,1635,448-4206,6638013,PRESIDENTE DERQUI,PILAR,eemn7secundaria@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06638,"CUBA E/ RIO LIMAY Y RIO PILCOMAYO 166  BARRIO TORO, PRESIDENTE DERQUI, PILAR, Buenos Aires, Argentina","CUBA 166  BARRIO TORO, PRESIDENTE DERQUI, PILAR, Buenos Aires, Argentina","CUBA 166, PILAR, Buenos Aires, Argentina",-58.9153951,-34.4407037,EjhDdWJhIDE2NiwgQjE2MzBEV0QgUGlsYXIgQ2VudHJvLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61146800,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 SANTIAGO DERQUI,Estatal,Activo,Urbano,OHIGGINS Y LAS HERAS S/N  ,1635,448-5801,6638013,PRESIDENTE DERQUI,PILAR,tecnica2derqui@hotmail.com; omt0830002@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,06638,"OHIGGINS Y LAS HERAS S/N  , PRESIDENTE DERQUI, PILAR, Buenos Aires, Argentina","OHIGGINS Y LAS HERAS S/N  , PRESIDENTE DERQUI, PILAR, Buenos Aires, Argentina","OHIGGINS Y LAS HERAS , PILAR, Buenos Aires, Argentina",-58.8374095,-34.495527,EkdHcmFsLiBsYXMgSGVyYXMgJiBPaGlnZ2lucywgQjE2MzUgUHJlcy4gRGVycXVpLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61152600,ESCUELA SECUNDARIA Nº7 JUAN B JUSTO,Estatal,Activo,Urbano,GELLY Y OBES Y ARIAS S/N  ,1665,42-2734,6412001,JOSE C PAZ,JOSE C. PAZ,eem7jbj@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06412,"GELLY Y OBES Y ARIAS S/N  , JOSE C PAZ, JOSE C. PAZ, Buenos Aires, Argentina","GELLY Y OBES Y ARIAS S/N  , JOSE C PAZ, JOSE C. PAZ, Buenos Aires, Argentina","GELLY Y OBES Y ARIAS , JOSE C. PAZ, Buenos Aires, Argentina",-58.7504084,-34.524214,Ek1DYWxsZSBDbmVsLiBBcmlhcyAmIEdlbGx5IHkgT2JlcywgQjE2NjUgSm9zw6kgQy4gUGF6LCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61153000,ESCUELA SECUNDARIA Nº8 CNEL. LUIS PIEDRA BUENA,Estatal,Activo,Urbano,GENERAL ARIAS 1935  ,1824,4240-5001,6434004,LANUS (ESTE Y OESTE),LANUS,eem8@gmail.com; omm1110008@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06434,"GENERAL ARIAS 1935  , LANUS (ESTE Y OESTE), LANUS, Buenos Aires, Argentina","GENERAL ARIAS 1935  , LANUS (ESTE Y OESTE), LANUS, Buenos Aires, Argentina","GENERAL ARIAS 1935, LANUS, Buenos Aires, Argentina",-58.3849118,-34.71583,EkhHcmFsLiBBcmlhcyAxOTM1LCBCMTgyNUFTRyBSZW1lZGlvcyBkZSBFc2NhbGFkYSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61153600,ESCUELA TÉCNICA Nº8 ALMAFUERTE,Estatal,Activo,Urbano,JEAN JAURES E/ BOLIVIA Y RÍO DE JANEIRO 749  ,1824,4241-4340,6434012,LANUS,LANUS,tecnica8lanus@yahoo.com.ar; omt1110008@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06434,"JEAN JAURES E/ BOLIVIA Y RÍO DE JANEIRO 749  , LANUS, LANUS, Buenos Aires, Argentina","JEAN JAURES 749  , LANUS, LANUS, Buenos Aires, Argentina","JEAN JAURES 749, LANUS, Buenos Aires, Argentina",-58.3891945,-34.6870737,EjhKZWFuIEphdXJlcyA3NDksIEIxODIzQlRBIEdlcmxpLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61154200,ESCUELA SECUNDARIA Nº2 DR. MARCOS PAZ,Estatal,Activo,Urbano,DOCTOR MARCOS PAZ 1850  ,1727,477-1189,6525008,MARCOS PAZ,MARCOS PAZ,eem2mpaz@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06525,"DOCTOR MARCOS PAZ 1850  , MARCOS PAZ, MARCOS PAZ, Buenos Aires, Argentina","DOCTOR MARCOS PAZ 1850  , MARCOS PAZ, MARCOS PAZ, Buenos Aires, Argentina","DOCTOR MARCOS PAZ 1850, MARCOS PAZ, Buenos Aires, Argentina",-58.8335697,-34.7840489,EjxBdi4gRHIuIE1hcmNvcyBQYXogMTg1MCwgTWFyY29zIFBheiwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61154600,ESCUELA SECUNDARIA Nº6 ALFONSINA STORNI,Estatal,Activo,Urbano,SAN LORENZO 5951  ,1650,4842-7435,6371002,BILLINGHURST,GENERAL SAN MARTIN,0045ms0006@gmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06371,"SAN LORENZO 5951  , BILLINGHURST, GENERAL SAN MARTIN, Buenos Aires, Argentina","SAN LORENZO 5951  , BILLINGHURST, GENERAL SAN MARTIN, Buenos Aires, Argentina","SAN LORENZO 5951, GENERAL SAN MARTIN, Buenos Aires, Argentina",-58.5755137,-34.5764295,ChIJh-3u7cC5vJURGbOBxHTyGCU
Buenos Aires,61154601,EXTENSION DE ESCUELA SECUNDARIA Nº6,Estatal,Activo,Urbano,RIVADAVIA E/ SAN LORENZO Y 1º JUNTA 4256  ,1650,4842-1748,6371002,BILLINGHURST,GENERAL SAN MARTIN,bs045-004@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06371,"RIVADAVIA E/ SAN LORENZO Y 1º JUNTA 4256  , BILLINGHURST, GENERAL SAN MARTIN, Buenos Aires, Argentina","RIVADAVIA 1º JUNTA 4256  , BILLINGHURST, GENERAL SAN MARTIN, Buenos Aires, Argentina","RIVADAVIA 1º JUNTA 4256, GENERAL SAN MARTIN, Buenos Aires, Argentina",,,
Buenos Aires,61154700,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº5 GALILEO GALILEI,Estatal,Activo,Urbano,AVDA. EVA PERON 4541  ,1650,4768-7115,6371014,VILLA BONICH,GENERAL SAN MARTIN,eet5@gmail.com; mt045005@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06371,"AVDA. EVA PERON 4541  , VILLA BONICH, GENERAL SAN MARTIN, Buenos Aires, Argentina","AVDA. EVA PERON 4541  , VILLA BONICH, GENERAL SAN MARTIN, Buenos Aires, Argentina","AVDA. EVA PERON 4541, GENERAL SAN MARTIN, Buenos Aires, Argentina",-58.5728662,-34.5698971,ChIJsZ5bteu5vJURKXuERGY7PYk
Buenos Aires,61155300,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1 MANUEL BELGRANO,Estatal,Activo,Urbano,INTENDENTE CAMPOS E/ MORENO Y BELGRANO 1950  ,1650,4754-3986,6371007,GENERAL SAN MARTIN,GENERAL SAN MARTIN,eet1sanmartin@yahoo.com.ar; mt045001@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,06371,"INTENDENTE CAMPOS E/ MORENO Y BELGRANO 1950  , GENERAL SAN MARTIN, GENERAL SAN MARTIN, Buenos Aires, Argentina","INTENDENTE CAMPOS 1950  , GENERAL SAN MARTIN, GENERAL SAN MARTIN, Buenos Aires, Argentina","INTENDENTE CAMPOS 1950, GENERAL SAN MARTIN, Buenos Aires, Argentina",-58.5362707,-34.5776836,EkBJbnQuIEFsYmVydG8gTS4gQ2FtcG9zIDE5NTAsIFNhbiBNYXJ0aW4sIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61155400,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº4 ING. EMILIO MITRE,Estatal,Activo,Urbano,SAN MARTIN E/ JUAREZ Y LINCOLN 1714  ,1650,4755-2116,6371007,GENERAL SAN MARTIN,GENERAL SAN MARTIN,emitre2003@yahoo.com; mt045004@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06371,"SAN MARTIN E/ JUAREZ Y LINCOLN 1714  , GENERAL SAN MARTIN, GENERAL SAN MARTIN, Buenos Aires, Argentina","SAN MARTIN 1714  , GENERAL SAN MARTIN, GENERAL SAN MARTIN, Buenos Aires, Argentina","SAN MARTIN 1714, GENERAL SAN MARTIN, Buenos Aires, Argentina",-58.5352245,-34.5801935,EjVTYW4gTWFydMOtbiAxNzE0LCBTYW4gTWFydGluLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61160200,ESCUELA SECUNDARIA Nº7,Estatal,Activo,Urbano,Juncal 2436  ,1824,4225-7880,6434004,LANUS (ESTE Y OESTE),LANUS,media7lanus@gmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06434,"Juncal 2436  , LANUS (ESTE Y OESTE), LANUS, Buenos Aires, Argentina","Juncal 2436  , LANUS (ESTE Y OESTE), LANUS, Buenos Aires, Argentina","Juncal 2436, LANUS, Buenos Aires, Argentina",-58.3712396,-34.7110199,ChIJTeBdLssyo5URUaUoswRv8zA
Buenos Aires,61167600,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº1,Estatal,Activo,Urbano,119 E/ 31 Y 32. 3105  ,1884,4391-1255/0314,6091013,RANELAGH,BERAZATEGUI,eet1begui@yahoo.com.ar; mt119001@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06091,"119 E/ 31 Y 32. 3105  , RANELAGH, BERAZATEGUI, Buenos Aires, Argentina","119 119 E/ 31 Y 32. 3105  , RANELAGH, BERAZATEGUI, Buenos Aires, Argentina","119 119 E/ 31 Y 32. 3105, BERAZATEGUI, Buenos Aires, Argentina",-58.2031513,-34.8090162,EjpDYWxsZSAxMTkgMzEwNSwgQjE4ODZFTEkgUmFuZWxhZ2gsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61167900,ESCUELA SECUNDARIA Nº1,Estatal,Activo,Urbano,226 E/ 259 y AVDA. VERGARA S/N  ,1886,4258-4360,6091002,CARLOS TOMAS SOURIGUES,BERAZATEGUI,media1sourigues@yahoo.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06091,"226 E/ 259 y AVDA. VERGARA S/N  , CARLOS TOMAS SOURIGUES, BERAZATEGUI, Buenos Aires, Argentina","226 226 E/ 259 y AVDA. VERGARA S/N  , CARLOS TOMAS SOURIGUES, BERAZATEGUI, Buenos Aires, Argentina","226 226 E/ 259 y AVDA. VERGARA , BERAZATEGUI, Buenos Aires, Argentina",-58.2360099,-34.7599841,Ej9Bdi4gVmFsZW50w61uIFZlcmdhcmEgMjI2LCBCZXJhemF0ZWd1aSwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61171600,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 TRES DE FEBRERO,Estatal,Activo,Urbano,AVIADOR BRADLEY 7350  ,1684,4751-7084,6840004,CIUDAD JARDIN LOMAS DEL PALOMAR,TRES DE FEBRERO,117secretariaestn2@gmail.com; mt117002@abc.gov.ar,True,False,False,False,False,False,False,False,False,False,True,True,False,False,06840,"AVIADOR BRADLEY 7350  , CIUDAD JARDIN LOMAS DEL PALOMAR, TRES DE FEBRERO, Buenos Aires, Argentina","AVIADOR BRADLEY 7350  , CIUDAD JARDIN LOMAS DEL PALOMAR, TRES DE FEBRERO, Buenos Aires, Argentina","AVIADOR BRADLEY 7350, TRES DE FEBRERO, Buenos Aires, Argentina",-58.5991092,-34.5889304,El1BdmlhZG9yIEVkdWFyZG8gQnJhZGxleSA3MzUwLCBCMTY4NENaQSBDZGFkLiBKYXJkaW4gTG9tYXMgZGUgUGFsb21hciwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61172000,ESCUELA SECUNDARIA Nº9,Estatal,Activo,Urbano,CULLEN AYERZA Y CHILE 3680  parque jardin,1665,46-3918,6412001,JOSE C PAZ,JOSE C. PAZ,eem9jcp@gmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06412,"CULLEN AYERZA Y CHILE 3680  parque jardin, JOSE C PAZ, JOSE C. PAZ, Buenos Aires, Argentina","CULLEN AYERZA Y CHILE 3680  parque jardin, JOSE C PAZ, JOSE C. PAZ, Buenos Aires, Argentina","CULLEN AYERZA Y CHILE 3680, JOSE C. PAZ, Buenos Aires, Argentina",-58.7524524,-34.5449601,EkJDdWxsZW4gQXllcnphICYgQ2hpbGUsIEIxNjY1IEpvc8OpIEMuIFBheiwgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61172100,ESCUELA SECUNDARIA Nº2,Estatal,Activo,Urbano,VIAMONTE 875  ,2804,43-9373,6126005,CAMPANA,CAMPANA,secrem2@gmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06126,"VIAMONTE 875  , CAMPANA, CAMPANA, Buenos Aires, Argentina","VIAMONTE 875  , CAMPANA, CAMPANA, Buenos Aires, Argentina","VIAMONTE 875, CAMPANA, Buenos Aires, Argentina",-58.9522028,-34.1737087,Ei5WaWFtb250ZSA4NzUsIENhbXBhbmEsIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61172200,ESCUELA SECUNDARIA Nº1 DR. RENE FAVALORO,Estatal,Activo,Urbano,SANTIAGO DEL ESTERO 129  ,2804,42-0173,6126005,CAMPANA,CAMPANA,media1favaloro@gmail.com,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06126,"SANTIAGO DEL ESTERO 129  , CAMPANA, CAMPANA, Buenos Aires, Argentina","SANTIAGO DEL ESTERO 129  , CAMPANA, CAMPANA, Buenos Aires, Argentina","SANTIAGO DEL ESTERO 129, CAMPANA, Buenos Aires, Argentina",-58.9772009,-34.1634946,EjhTYW50aWFnbyBkZSBFc3Rlcm8gMTI5LCBDYW1wYW5hLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
Buenos Aires,61174000,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2,Estatal,Activo,Urbano,CARLOS TEJEDOR Y RICHIERI S/N  El Talar,1618,4508-0300,6805014,RICARDO ROJAS,TIGRE,eet2tigre@hotmail.com; mt055002@abc.gov.ar,True,False,True,False,False,False,False,False,False,False,True,True,False,False,06805,"CARLOS TEJEDOR Y RICHIERI S/N  El Talar, RICARDO ROJAS, TIGRE, Buenos Aires, Argentina","CARLOS TEJEDOR Y RICHIERI S/N  El Talar, RICARDO ROJAS, TIGRE, Buenos Aires, Argentina","CARLOS TEJEDOR Y RICHIERI , TIGRE, Buenos Aires, Argentina",-58.6866065,-34.4612448,EkhSaWNjaGllcmkgJiBDYXJsb3MgVGVqZWRvciwgQjE2MTAgUmljYXJkbyBSb2phcywgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61176600,ESCUELA SECUNDARIA LA RECONQUISTA,Estatal,Activo,Urbano,AV. MARIA E/PARAGUAY Y R.202 1568  ,1611,4741-8909,6805006,DON TORCUATO,TIGRE,eemn_3@yahoo.com.ar,True,False,True,False,False,False,False,False,False,False,True,False,False,False,06805,"AV. MARIA E/PARAGUAY Y R.202 1568  , DON TORCUATO, TIGRE, Buenos Aires, Argentina","AV. MARIA 202 1568  , DON TORCUATO, TIGRE, Buenos Aires, Argentina","AV. MARIA 202 1568, TIGRE, Buenos Aires, Argentina",-58.6383615,-34.49913,EkJQYXJhZ3VheSAmIEF2LiBNYXLDrWEsIEIxNjExIERvbiBUb3JjdWF0bywgQnVlbm9zIEFpcmVzLCBBcmdlbnRpbmE
Buenos Aires,61176601,ANEXO A ESC. SECUNDARIA Nº3,Estatal,Activo,Urbano,OBARRIO E/CAMACUA Y OMBU 1135  ,1611,4587-3021,6805006,DON TORCUATO,TIGRE,monicasilvinasalum@hotmail.com,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06805,"OBARRIO E/CAMACUA Y OMBU 1135  , DON TORCUATO, TIGRE, Buenos Aires, Argentina","OBARRIO 1135  , DON TORCUATO, TIGRE, Buenos Aires, Argentina","OBARRIO 1135, TIGRE, Buenos Aires, Argentina",-58.6394461,-34.4938383,EkNNYW51ZWwgT2JhcnJpbyAxMTM1LCBCMTYxMUFWSSBEb24gVG9yY3VhdG8sIEJ1ZW5vcyBBaXJlcywgQXJnZW50aW5h
Buenos Aires,61176602,EXTENSION A ESCUELA SECUNDARIA Nº3,Estatal,Activo,Urbano,AV. MARIA E/PARAGUAY Y R.202 1568  ,False,4741-8909,6805016,TIGRE,TIGRE,eemn_3@yahoo.com.ar,True,False,False,False,False,False,False,False,False,False,True,False,False,False,06805,"AV. MARIA E/PARAGUAY Y R.202 1568  , TIGRE, TIGRE, Buenos Aires, Argentina","AV. MARIA 202 1568  , TIGRE, TIGRE, Buenos Aires, Argentina","AV. MARIA 202 1568, TIGRE, Buenos Aires, Argentina",-58.6226371,-34.4727708,ElBGcmF5IEp1c3RvIFN0YSBNYXLDrWEgZGUgT3JvIDIwMiwgQjE2MTFJQlogRG9uIFRvcmN1YXRvLCBCdWVub3MgQWlyZXMsIEFyZ2VudGluYQ
